user id,count
460030196975930,5
460030196976061,1
460030196976717,0
460030196977025,2
460030196977473,13
460030196977705,0
460030196991003,19
460030196991012,20
460030196991209,2
460030196991212,12
460030196991512,0
460030196991949,1
460030196992013,8
460030196992117,5
460030196992504,2
460030196992755,0
460030196993415,0
460030196996271,2
460030196996901,6
460030196996921,3
460030196997939,1
460030196999190,5
460030196999276,14
460030196999617,1
460030196999926,5
460030199095421,7
460030199164512,0
460030199243273,0
460030199502730,0
460030199503055,0
460030199723910,1
460030199775101,0
460030199956024,0
460030199977951,14
460030200314009,8
460030200517660,5
460030200521721,10
460030200550575,3
460030201010411,2
460030201107705,0
460030201167730,0
460030201199731,3
460030201302033,4
460030201322336,5
460030201353160,9
460030201447142,0
460030201525792,4
460030201755299,0
460030201793716,0
460030201971495,4
460030202000679,0
460030203657551,8
460030203961219,0
460030206041161,0
460030206241745,3
460030207111163,9
460030207117537,2
460030207154950,1
460030207172131,2
460030207201052,14
460030207201737,32
460030207203035,0
460030207203357,2
460030207203563,4
460030207204016,5
460030207205124,16
460030207205975,6
460030207206710,1
460030207206939,2
460030207207366,10
460030207207661,7
460030207209007,18
460030207209061,0
460030207209534,0
460030207209933,2
460030207210973,3
460030207211056,3
460030207211114,12
460030207211430,2
460030207212005,20
460030207212446,2
460030207213146,19
460030207213172,6
460030207214066,1
460030207214520,9
460030207215347,23
460030207216012,0
460030207217139,0
460030207217439,3
460030207217763,3
460030207219564,33
460030207219739,2
460030207219756,5
460030207220111,3
460030207220263,0
460030207220917,4
460030207222200,26
460030207222312,30
460030207225671,14
460030207230457,0
460030207231010,21
460030207231066,3
460030207231715,2
460030207231947,2
460030207231949,2
460030207232525,6
460030207233924,2
460030207234114,4
460030207234702,4
460030207234756,23
460030207236011,0
460030207236115,0
460030207236169,6
460030207236301,5
460030207236910,14
460030207237544,1
460030207237761,3
460030207240207,16
460030207240216,5
460030207241023,1
460030207241219,58
460030207241297,2
460030207241309,5
460030207241361,21
460030207241920,5
460030207242173,15
460030207245502,2
460030207246176,15
460030207247753,4
460030207250342,0
460030207250742,5
460030207250751,2
460030207251021,27
460030207251140,2
460030207251146,7
460030207251414,13
460030207253395,14
460030207253417,7
460030207254111,5
460030207254310,12
460030207254325,8
460030207254544,1
460030207255959,4
460030207256116,21
460030207256129,1
460030207256394,46
460030207256615,0
460030207259017,3
460030207261017,4
460030207261315,34
460030207261321,19
460030207261431,29
460030207262035,11
460030207262105,4
460030207263051,0
460030207263517,3
460030207264127,8
460030207265249,6
460030207265532,2
460030207266544,20
460030207266603,5
460030207267531,3
460030207267724,9
460030207267925,48
460030207269622,0
460030207270116,7
460030207270515,1
460030207271636,2
460030207272116,2
460030207272315,39
460030207273130,2
460030207274903,0
460030207275400,0
460030207275423,0
460030207275531,2
460030207276540,14
460030207276544,1
460030207277045,0
460030207279096,7
460030207279321,3
460030207279325,1
460030207279351,14
460030207290917,11
460030207291190,6
460030207292103,3
460030207292631,16
460030207293416,6
460030207293471,0
460030207293706,3
460030207296311,32
460030207297974,4
460030207299311,6
460030207299733,5
460030207307102,9
460030207350167,4
460030207350419,5
460030207351030,6
460030207351039,12
460030207351192,20
460030207351457,2
460030207351469,13
460030207351662,6
460030207352104,37
460030207352979,15
460030207353125,1
460030207353319,2
460030207354205,1
460030207354606,4
460030207355119,23
460030207355390,7
460030207357002,3
460030207357314,11
460030207357359,19
460030207357554,0
460030207357997,4
460030207359079,6
460030207391452,9
460030207410379,32
460030207410552,5
460030207412029,4
460030207412312,4
460030207413196,0
460030207413913,18
460030207414451,6
460030207414902,1
460030207414944,2
460030207415469,0
460030207415576,1
460030207416039,25
460030207416065,9
460030207416115,28
460030207416246,0
460030207417013,6
460030207417523,5
460030207417610,4
460030207419001,26
460030207419150,1
460030207419449,0
460030207419911,59
460030207430315,7
460030207430991,5
460030207432593,17
460030207432793,30
460030207433551,8
460030207434394,9
460030207436224,0
460030207436403,14
460030207437100,2
460030207437451,21
460030207439017,8
460030207439526,2
460030207439561,2
460030207439905,17
460030207439960,5
460030207441260,17
460030207441294,10
460030207441395,11
460030207442269,6
460030207443077,16
460030207443527,9
460030207444513,12
460030207444911,4
460030207445051,1
460030207445103,1
460030207445379,5
460030207445451,1
460030207445455,4
460030207445614,9
460030207446123,0
460030207446133,8
460030207447179,14
460030207447519,14
460030207449101,9
460030207460611,14
460030207463150,3
460030207463302,1
460030207464563,6
460030207464719,0
460030207464931,10
460030207465011,2
460030207465536,4
460030207465916,3
460030207466569,4
460030207467033,3
460030207469262,0
460030207469491,19
460030207490045,3
460030207490642,3
460030207491046,1
460030207491192,7
460030207491356,1
460030207491373,0
460030207491646,9
460030207491754,3
460030207492011,9
460030207492161,0
460030207493554,6
460030207493912,2
460030207494013,4
460030207494320,7
460030207494451,3
460030207497132,10
460030207497143,4
460030207499961,12
460030207639531,0
460030207646773,35
460030207665120,18
460030207696527,3
460030207764952,46
460030207767120,2
460030207797263,3
460030209615593,3
460030209653063,0
460030209741506,0
460030210037115,4
460030210127194,5
460030210515977,0
460030210577653,0
460030211000463,0
460030211054641,1
460030211110526,2
460030211110902,4
460030211136002,2
460030211177664,0
460030211310927,2
460030211313597,0
460030211470997,0
460030211546930,2
460030211561651,0
460030211625317,0
460030211651590,4
460030212351743,1
460030213212190,0
460030215611353,0
460030216147034,1
460030216165194,3
460030216171945,0
460030216609744,10
460030217471671,12
460030217541274,3
460030217614071,4
460030219061610,1
460030219400524,2
460030219400601,4
460030219402111,0
460030219403223,2
460030219405366,0
460030219407720,0
460030219409106,18
460030219409201,6
460030219420317,0
460030219423151,14
460030219430123,12
460030219430370,0
460030219430726,3
460030219431143,0
460030219431335,12
460030219433537,5
460030219433917,1
460030219435053,1
460030219435367,15
460030219437252,49
460030219442421,5
460030219451174,3
460030219451777,1
460030219456159,12
460030219457099,2
460030219459120,0
460030219469771,1
460030219471424,1
460030219473157,1
460030219473212,10
460030219475069,6
460030219475261,5
460030219476111,1
460030219476123,3
460030219476491,32
460030219612249,1
460030219615051,4
460030219615114,13
460030219619216,0
460030219619765,15
460030219651639,2
460030219661023,0
460030219661261,1
460030219661710,1
460030219664161,2
460030219667231,0
460030219669061,4
460030220093190,1
460030220150626,0
460030220427012,1
460030220971975,9
460030221022369,10
460030221111131,3
460030221161971,3
460030221201711,5
460030221375600,0
460030221393961,3
460030221504302,4
460030221505719,4
460030221514593,0
460030221532115,1
460030221551003,0
460030221626796,0
460030221677213,3
460030221779654,0
460030221959345,0
460030223746191,0
460030223977765,4
460030225260921,0
460030225470416,0
460030225537769,0
460030225662365,0
460030226114564,0
460030226572593,1
460030226936692,0
460030227002575,0
460030227031517,2
460030227041590,0
460030227050111,0
460030227144771,3
460030227153512,11
460030227156310,0
460030227179150,0
460030227196014,0
460030227221113,7
460030227221147,1
460030227231770,9
460030227333645,6
460030227343027,7
460030227351934,10
460030227352960,0
460030227400301,5
460030227400347,3
460030227401312,7
460030227401757,1
460030227403172,19
460030227403342,0
460030227406111,18
460030227406156,20
460030227407111,17
460030227407151,0
460030227407596,1
460030227407631,10
460030227409007,1
460030227431032,0
460030227431651,6
460030227431957,1
460030227432142,6
460030227433152,0
460030227433931,1
460030227434115,2
460030227434211,5
460030227435950,1
460030227437101,20
460030227437217,0
460030227437510,3
460030227437956,0
460030227443666,0
460030227444151,0
460030227447551,1
460030227450353,5
460030227450373,1
460030227452509,0
460030227452950,0
460030227453111,12
460030227453511,1
460030227454041,2
460030227455512,0
460030227456656,9
460030227457111,15
460030227459246,3
460030227459591,0
460030227472709,1
460030227473279,1
460030227474799,2
460030227474963,21
460030227476196,3
460030227479001,16
460030227479552,6
460030227510117,124
460030227510156,1
460030227510612,2
460030227511097,0
460030227511159,5
460030227511333,52
460030227511615,16
460030227511645,5
460030227513362,1
460030227513651,7
460030227514217,9
460030227515395,26
460030227515523,9
460030227515909,20
460030227516064,21
460030227516065,3
460030227516076,4
460030227516117,3
460030227516325,1
460030227516729,2
460030227517021,3
460030227517117,19
460030227517242,2
460030227517246,2
460030227517277,5
460030227519629,1
460030227519934,0
460030227520350,6
460030227520630,13
460030227520631,0
460030227521367,12
460030227521470,0
460030227526039,8
460030227526132,11
460030227526931,1
460030227527217,1
460030227529194,0
460030227529717,0
460030227560001,3
460030227560234,0
460030227560316,0
460030227562619,7
460030227562935,12
460030227563109,0
460030227563211,3
460030227563236,3
460030227564675,1
460030227565140,16
460030227567114,6
460030227567569,6
460030227569209,3
460030227569661,0
460030227577019,2
460030227591343,22
460030227591349,7
460030227592412,1
460030227594034,3
460030227595066,0
460030227595514,26
460030227596316,1
460030227596610,7
460030227596620,0
460030227597134,3
460030227597169,0
460030227597211,21
460030227597662,8
460030227599404,9
460030227742199,0
460030227900412,19
460030227900667,7
460030227901449,6
460030227906954,0
460030227907313,4
460030227911510,0
460030227911950,7
460030227912127,0
460030227912571,1
460030227914619,0
460030227915031,67
460030227915434,5
460030227915512,7
460030227916249,16
460030227916574,18
460030227917110,16
460030227917277,2
460030227917601,8
460030227917630,0
460030227917966,5
460030227919121,0
460030227919127,6
460030227919612,0
460030227919631,14
460030227921041,1
460030227923179,9
460030227923693,1
460030227924061,15
460030227925731,2
460030227927197,2
460030227930120,0
460030227930413,4
460030227931342,14
460030227932711,0
460030227932910,1
460030227933150,1
460030227934943,5
460030227935491,8
460030227936031,29
460030227939416,6
460030227939973,4
460030227940043,2
460030227940713,5
460030227941407,1
460030227941459,0
460030227941964,10
460030227942329,1
460030227943046,0
460030227943241,9
460030227943663,19
460030227943930,2
460030227944550,22
460030227945214,0
460030227946671,2
460030227950765,26
460030227950921,19
460030227951979,0
460030227952317,5
460030227954130,0
460030227954279,2
460030227955731,7
460030227957011,1
460030227957314,0
460030227957509,6
460030227961005,9
460030227966257,0
460030227967771,2
460030227967924,2
460030227969146,7
460030227969723,3
460030227971193,4
460030227971547,2
460030227971950,2
460030227972019,0
460030227973319,0
460030227973714,0
460030227974023,21
460030227976149,17
460030227976403,14
460030227990691,1
460030227991265,0
460030227992015,5
460030227995151,2
460030227995359,0
460030227995379,6
460030227999010,12
460030227999700,19
460030230010471,1
460030230311161,0
460030230526690,1
460030230637247,8
460030230902152,9
460030230904676,0
460030231111461,0
460030231119221,4
460030231190170,1
460030231333160,0
460030231414351,15
460030231496265,33
460030231550595,2
460030231712514,0
460030232151722,0
460030232273190,0
460030232941077,0
460030232999312,0
460030233474134,0
460030235011310,11
460030235435466,2
460030235915437,0
460030236117167,21
460030236139913,0
460030236172952,2
460030236210270,2
460030236460419,2
460030237063499,5
460030237102136,0
460030237104714,3
460030237133754,1
460030237165964,0
460030237200314,15
460030237200544,1
460030237201914,3
460030237202613,3
460030237203042,6
460030237203269,19
460030237203667,1
460030237204034,4
460030237206050,0
460030237206129,1
460030237207403,2
460030237207512,32
460030237207961,3
460030237209177,5
460030237209496,0
460030237210043,5
460030237210196,2
460030237210539,0
460030237210623,1
460030237211006,2
460030237211119,18
460030237211204,13
460030237211239,82
460030237211409,15
460030237212114,34
460030237212293,5
460030237212344,8
460030237212900,3
460030237213132,15
460030237213315,7
460030237214515,12
460030237215990,14
460030237216279,9
460030237216629,5
460030237216732,6
460030237217016,27
460030237217035,7
460030237217320,7
460030237219143,19
460030237219307,11
460030237221145,6
460030237221147,5
460030237222102,0
460030237223133,12
460030237223271,0
460030237224514,2
460030237225052,2
460030237226256,8
460030237232314,9
460030237234795,0
460030237236464,1
460030237239629,6
460030237240139,29
460030237240229,1
460030237240621,16
460030237241335,15
460030237242007,1
460030237243173,8
460030237244117,7
460030237244491,8
460030237244772,3
460030237244926,2
460030237245151,3
460030237246164,4
460030237246715,1
460030237249571,30
460030237250021,37
460030237251194,24
460030237251510,2
460030237252121,7
460030237252160,25
460030237253009,9
460030237253062,6
460030237253100,2
460030237253131,6
460030237253265,1
460030237255115,2
460030237256013,8
460030237256125,6
460030237256146,2
460030237256531,8
460030237256777,11
460030237259369,2
460030237261367,8
460030237262409,17
460030237263110,2
460030237263359,0
460030237265174,1
460030237265774,21
460030237266441,7
460030237269424,9
460030237269691,14
460030237270552,0
460030237271312,6
460030237271403,0
460030237271421,0
460030237273310,5
460030237273959,4
460030237274052,3
460030237274215,1
460030237275533,2
460030237276464,0
460030237290915,43
460030237291044,1
460030237291625,10
460030237294156,5
460030237294434,2
460030237296622,0
460030237626206,13
460030237659019,9
460030237664692,0
460030237665151,14
460030237671411,0
460030237727407,8
460030237932609,0
460030239114692,8
460030239365502,45
460030239492671,0
460030240050913,0
460030240069916,0
460030240167637,0
460030240550037,9
460030240971069,0
460030241001091,9
460030241104126,1
460030241145122,10
460030241317155,0
460030241322964,2
460030241612103,5
460030241713972,0
460030242131031,1
460030242506497,11
460030243147613,0
460030243155153,0
460030243739093,4
460030245244209,0
460030245361031,5
460030245521761,4
460030246107615,2
460030246264397,0
460030246931139,0
460030247100541,0
460030247125321,2
460030247132711,6
460030247200501,21
460030247201494,0
460030247203222,42
460030247203539,1
460030247204525,40
460030247205061,17
460030247205557,1
460030247207941,2
460030247210229,8
460030247211313,1
460030247212074,1
460030247212412,0
460030247212421,8
460030247212701,23
460030247213519,0
460030247213542,5
460030247213613,13
460030247214101,0
460030247216212,10
460030247216615,1
460030247216775,8
460030247217461,2
460030247217663,33
460030247219170,14
460030247219669,0
460030247219706,1
460030247219991,1
460030247225936,0
460030247226537,4
460030247231513,0
460030247232630,5
460030247233456,0
460030247234024,0
460030247236021,55
460030247240916,5
460030247242079,2
460030247243191,4
460030247243495,13
460030247244446,4
460030247245052,3
460030247245144,0
460030247250276,0
460030247250391,7
460030247251159,1
